department,course_code,course_name,credits,prerequisites,corequisites,description
CPSC,221,Basic Algorithms and Data Structures,4,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""CPSC 210""), Prerequisite(type=""course"", details=""CPEN 221""), Prerequisite(type=""course"", details=""CPSC 121""), Prerequisite(type=""course"", details=""MATH 220""), Prerequisite(type=""course"", details=""OF 68""), Prerequisite(type=""course"", details=""MATH 226"")])",,"Design and analysis of basic algorithms and data structures; algorithm analysis methods, searching and sorting algorithms, basic data structures, graphs and concurrency. [3-2-0] Prerequisite: One of CPSC 210, CPEN 221 and either (a) one of CPSC 121, MATH 220 or (b) a score of 68% or higher in MATH 226."
CPSC,259,Data Structures and Algorithms for Electrical Engineers,4,"Prerequisite(type=""course"", details=""APSC 160"")",,"Advanced procedural programming. Fundamental algorithms for sorting and searching. Data structures including lists, trees, and hash tables. Introduction to scripting languages and file input/output. [3-2-0] Prerequisite: APSC 160."
CPSC,261,Basics of Computer Systems,4,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""EECE 259""), Prerequisite(type=""course"", details=""CPEN 211""), Prerequisite(type=""course"", details=""EECE 210""), Prerequisite(type=""course"", details=""CPEN 221"")])",,"Software architecture, operating systems, and I/O architectures. Relationships between application software, operating systems, and computing hardware; critical sections, deadlock avoidance, and performance; principles and operation of disks and networks. [3-2-1] Prerequisite: One of EECE 259, CPEN 211 and one of EECE 210, CPEN 221."
CPSC,298,Co-operative Work Placement I,3,,,Approved and supervised technical work experience in the computing industry for a minimum of 3.5 months. Normally taken during Winter Session of second year. Technical report required. Restricted to students admitted to the Co-operative Education Program in Computer Science. This course is not eligible for Credit/D/Fail grading.
CPSC,299,Co-operative Work Placement II,3,"Prerequisite(type=""all_of"", children=[])",,Approved and supervised technical work experience in the computing industry for a minimum of 3.5 months. Normally taken during the summer following the second year. Technical report required. Restricted to students admitted to the Co-operative Education. Prerequisite: [CPSC298] This course is not eligible for Credit/D/Fail grading.
CPSC,302,Numerical Computation for Algebraic Problems,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""CPSC 103""), Prerequisite(type=""course"", details=""CPSC 110""), Prerequisite(type=""course"", details=""CPEN 221""), Prerequisite(type=""course"", details=""EOSC 211""), Prerequisite(type=""course"", details=""PHYS 210""), Prerequisite(type=""course"", details=""MATH 101""), Prerequisite(type=""course"", details=""MATH 103""), Prerequisite(type=""course"", details=""MATH 105""), Prerequisite(type=""course"", details=""MATH 121""), Prerequisite(type=""course"", details=""SCIE 001""), Prerequisite(type=""course"", details=""MATH 152""), Prerequisite(type=""course"", details=""MATH 221""), Prerequisite(type=""course"", details=""MATH 223"")])",,"Numerical techniques for basic mathematical processes involving no discretization, and their analysis. Solution of linear systems, including analysis of round-off errors; norms and condition number; introduction to iterative techniques in linear algebra, including eigenvalue problems; solution to nonlinear equations. [3-0-0] Prerequisite: One of CPSC 103, CPSC 110, CPEN 221, EOSC 211, PHYS 210 and one of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001 and one of MATH 152, MATH 221, MATH 223."
CPSC,303,Numerical Approximation and Discretization,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""CPSC 103""), Prerequisite(type=""course"", details=""CPSC 110""), Prerequisite(type=""course"", details=""CPEN 221""), Prerequisite(type=""course"", details=""EOSC 211""), Prerequisite(type=""course"", details=""PHYS 210""), Prerequisite(type=""course"", details=""MATH 101""), Prerequisite(type=""course"", details=""MATH 103""), Prerequisite(type=""course"", details=""MATH 105""), Prerequisite(type=""course"", details=""MATH 121""), Prerequisite(type=""course"", details=""SCIE 001""), Prerequisite(type=""course"", details=""MATH 152""), Prerequisite(type=""course"", details=""MATH 221""), Prerequisite(type=""course"", details=""MATH 223"")])",,"Numerical techniques for basic mathematical processes involving discretization, and their analysis. Interpolation and approximation, including splines and least squares data fitting; numerical differentiation and integration; introduction to numerical initial value ordinary differential equations. [3-0-0] Prerequisite: One of CPSC 103, CPSC 110, CPEN 221, EOSC 211, PHYS 210 and one of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001 and one of MATH 152, MATH 221, MATH 223."
CPSC,304,Introduction to Relational Databases,3,"Prerequisite(type=""course"", details=""CPSC 221"")",,"Overview of database systems, ER models, logical database design and normalization, formal relational query languages, SQL and other commercial languages,data warehouses, special topics. [3-0-1] Prerequisite: CPSC 221."
CPSC,310,Introduction to Software Engineering,4,"Prerequisite(type=""all_of"", children=[Prerequisite(type=""course"", details=""CPSC 213""), Prerequisite(type=""course"", details=""CPSC 221"")])",,"Specification, design, validation, evolution and construction of modern software systems, within the context of socially and professionally relevant domains such as ethics, intellectual property, and information security. [3-2-0] Prerequisite: All of CPSC 213, CPSC 221."
CPSC,311,Definition of Programming Languages,3,"Prerequisite(type=""course"", details=""CPSC 210"")",,"Comparative study of advanced programming language features. Statement types, data types, variable binding, parameter passing mechanisms. Methods for syntactic and semantic description of programming languages. [3-0-1] Prerequisite: CPSC 210."
CPSC,312,Functional and Logic Programming,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""CPSC 210""), Prerequisite(type=""course"", details=""CPEN 221"")])",,"Principles of symbolic computing, using languages based upon first-order logic and the lambda calculus. Algorithms for implementing such languages. Applications to artificial intelligence and knowledge representation. [3-0-0] Prerequisite: One of CPSC 210, CPEN 221."
CPSC,313,Computer Hardware and Operating Systems,3,"Prerequisite(type=""all_of"", children=[Prerequisite(type=""course"", details=""CPSC 213""), Prerequisite(type=""course"", details=""CPSC 221"")])",,"Instruction sets, pipelining, code optimization, caching, virtual memory management, dynamically linked libraries, exception processing, execution time of programs. [3-0-1] Prerequisite: All of CPSC 213, CPSC 221."
CPSC,314,Computer Graphics,3,"Prerequisite(type=""course"", details=""CPSC 221"")",,"Human vision and colour; geometric transformations; algorithms for 2-D and 3-D graphics; hardware and system architectures; shading and lighting; animation. [3-1-0] Prerequisite: CPSC 221 and one of MATH 200, MATH 217, MATH 226, MATH 253 and one of MATH 152, MATH 221, MATH 223."
CPSC,317,Introduction to Computer Networking,3,"Prerequisite(type=""all_of"", children=[Prerequisite(type=""course"", details=""CPSC 213""), Prerequisite(type=""course"", details=""CPSC 221"")])",,"Computer networking, basic communication protocols, network infrastructure and routing. Common application-level protocols and principles associated with developing distributed applications. [3-0-1] Prerequisite: All of CPSC 213, CPSC 221."
CPSC,319,Software Engineering Project,4,"Prerequisite(type=""course"", details=""CPSC 310"")",,"The design, implementation, and test of a large software system, using a team approach. [3-0-2] Prerequisite: CPSC 310."
CPSC,320,Intermediate Algorithm Design and Analysis,3,"Prerequisite(type=""course"", details=""CPSC 221"")",,"Systematic study of basic concepts and techniques in the design and analysis of algorithms, illustrated from various problem areas. Topics include: models of computation; choice of data structures; graph-theoretic, algebraic, and text processing algorithms. [3-0-1] Prerequisite: CPSC 221. and at least 3 credits from COMM 291, BIOL 300, MATH or STAT at 200 level or above."
CPSC,322,Introduction to Artificial Intelligence,3,"Prerequisite(type=""course"", details=""CPSC 221"")",,Problem-solving and planning; state/action models and graph searching. Natural language understanding Computational vision. Applications of artificial intelligence. [3-0-0] Prerequisite: CPSC 221.
CPSC,330,Applied Machine Learning,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""CPSC 203""), Prerequisite(type=""course"", details=""CPSC 210""), Prerequisite(type=""course"", details=""CPEN 221""), Prerequisite(type=""course"", details=""MATH 210""), Prerequisite(type=""course"", details=""CPSC 107""), Prerequisite(type=""course"", details=""CPSC 110"")])",,"Application of machine learning tools, with an emphasis on solving practical problems. Data cleaning, feature extraction, supervised and unsupervised machine learning, reproducible workflows, and communicating results. [3-0-1] Prerequisite: Either (a) one of CPSC 203, CPSC 210, CPEN 221 or (b) MATH 210 and one of CPSC 107, CPSC 110."
CPSC,340,Machine Learning and Data Mining,3,"Prerequisite(type=""course"", details=""CPSC 221"")",,"Models of algorithms for dimensionality reduction, nonlinear regression, classification, clustering and unsupervised learning; applications to computer graphics, computer games, bio-informatics, information retrieval, e-commerce, databases, computer vision and artificial intelligence. [3-0-1] Prerequisite: CPSC 221 and one of MATH 152, MATH 221, MATH 223 and one of MATH 200, MATH 217, MATH 226, MATH 253, MATH 254 and one of STAT 241, STAT 251, ECON 325, ECON 327, MATH 302, STAT 302, MATH 318."
CPSC,344,Introduction to Human Computer Interaction Methods,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""CPSC 210""), Prerequisite(type=""course"", details=""CPEN 221"")])",,"Basic tools and techniques, teaching a systematic approach to interface design, task analysis, analytic and empirical evaluation methods. [2-2-2] Prerequisite: One of CPSC 210, CPEN 221."
CPSC,349,Honours Research Seminar,0,,,"Students will attend a series of research seminars presented by faculty members, produce a thesis proposal, and choose their honours thesis supervisor. Available to Honours students. Majors students with satisfactory standing may also be permitted to enrol. [1-0-0] This course is not eligible for Credit/D/Fail grading."
CPSC,368,Databases in Data Science,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""CPSC 203""), Prerequisite(type=""course"", details=""CPSC 210""), Prerequisite(type=""course"", details=""CPEN 221"")])",,"Overview of relational and non-relational database systems, role and usage of a database when querying data, data modelling, query languages, and query optimization. [3-0-1] Prerequisite: One of CPSC 203, CPSC 210, CPEN 221."
CPSC,398,Co-operative Work Placement III,3,,,Approved and supervised technical work experience in the computing industry for a minimum of 3.5 months. Normally taken during the summer following the third year. Technical report required. Restricted to students admitted to the Co-operative Education Program in Computer Science. This course is not eligible for Credit/D/Fail grading.
CPSC,399,Co-operative Work Placement IV,3,,,Approved and supervised technical work experience in the computing industry for a minimum of 3.5 months. Normally taken during the fall term of the fourth year. Technical report required. Restricted to students admitted to the Co-operative Education Program in Computer Science. This course is not eligible for Credit/D/Fail grading.
CPSC,402,Numerical Linear Algebra,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""CPSC 302""), Prerequisite(type=""course"", details=""CPSC 303""), Prerequisite(type=""course"", details=""MATH 307"")])",,"Investigation of the practical techniques of computational linear algebra. Orthogonal transformations and their application to the solution of linear equations, the eigenproblem, and linear least squares. Complete solution of the symmetric eigenproblem, including bisection and the QR method. Refinements of these techniques for sparse matrices. [3-0-0] Prerequisite: One of CPSC 302, CPSC 303, MATH 307."
CPSC,404,Advanced Relational Databases,3,"Prerequisite(type=""course"", details=""CPSC 304"")",,"Physical database design, indexing, external mergesort, relational query processing and optimization, transaction processing, concurrency control, crash recovery, special topics. [3-0-0] Prerequisite: CPSC 304 and one of CPSC 213, CPSC 261, CPEN 212."
CPSC,406,Computational Optimization,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""CPSC 302""), Prerequisite(type=""course"", details=""CPSC 303""), Prerequisite(type=""course"", details=""MATH 307"")])",,"Formulation and analysis of algorithms for continuous and discrete optimization problems; linear, nonlinear, network, dynamic, and integer optimization; large-scale problems; software packages and their implementation; duality theory and sensitivity. [3-0] Prerequisite: One of CPSC 302, CPSC 303, MATH 307."
CPSC,410,Advanced Software Engineering,3,"Prerequisite(type=""all_of"", children=[Prerequisite(type=""course"", details=""CPSC 310""), Prerequisite(type=""course"", details=""CPEN 321""), Prerequisite(type=""course"", details=""CPEN 331"")])",,"Specification, design, construction and validation of multi-version software systems. [3-0-0] Prerequisite: Either (a) CPSC 310 or (b) all of CPEN 321, CPEN 331."
CPSC,411,Introduction to Compiler Construction,3,"Prerequisite(type=""all_of"", children=[Prerequisite(type=""course"", details=""CPSC 213""), Prerequisite(type=""course"", details=""CPSC 221""), Prerequisite(type=""course"", details=""CPSC 311"")])",,"A practical introduction to lexical analysis, syntactic analysis, type-checking, code generation and optimization. This will be used to design and implement a compiler for a small language. [3-0-0] Prerequisite: All of CPSC 213, CPSC 221, CPSC 311."
CPSC,415,Advanced Operating Systems,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""CPSC 313""), Prerequisite(type=""course"", details=""CPEN 331"")])",,"Process synchronization and communication schemes, including message-passing and concepts of monitor and serializer. Virtual memory systems management and the problem of information sharing in such systems. The working set principle. Traps and interrupt handling. Elementary queuing theory and its application such as process scheduling, system balancing and load control. File systems and operating system design methodologies. [3-0-0] Prerequisite: One of CPSC 313, CPEN 331."
CPSC,416,Distributed Systems,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""CPSC 313""), Prerequisite(type=""course"", details=""CPEN 331""), Prerequisite(type=""course"", details=""CPSC 317""), Prerequisite(type=""course"", details=""ELEC 331"")])",,"Concepts and design of distributed systems. Communication architecture and models for interprocess communication. Process migration, naming, distributed file systems, fault tolerance, and concurrency control. [3-0-0] Prerequisite: One of CPSC 313, CPEN 331 and one of CPSC 317, ELEC 331."
CPSC,417,Computer Networking,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""CPSC 313""), Prerequisite(type=""course"", details=""CPSC 317""), Prerequisite(type=""course"", details=""STAT 200""), Prerequisite(type=""course"", details=""STAT 201""), Prerequisite(type=""course"", details=""STAT 241""), Prerequisite(type=""course"", details=""STAT 251"")])",,"Network protocols and architecture including internetworking, the Internet, layered communication protocols, routing, flow and congestion control, network performance, wired and wireless data communication. [3-0] Prerequisite: All of CPSC 313, CPSC 317 and one of STAT 200, STAT 201, STAT 241, STAT 251."
CPSC,418,Parallel Computation,3,"Prerequisite(type=""course"", details=""CPSC 320"")",,"Algorithms, architectures, and programming paradigms for parallel computation. Shared memory, message passing, and data parallel architectures and programming models. Parallel algorithms including reduce, scan, and sorting networks. Reasoning about the correctness of parallel programs. Performance analysis and measurement for parallel programs. [3-0-0] Prerequisite: CPSC 320 and one of CPSC 261, CPSC 313, CPEN 212, CPEN 411."
CPSC,420,Advanced Algorithms Design and Analysis,3,"Prerequisite(type=""all_of"", children=[])",,The study of advanced topics in the design and analysis of algorithms and associated data structures. Topics include algorithms for graph-theoretic; algebraic and geometric problems; algorithms on nonsequential models; complexity issues; approximation algorithms. [3-0-0] Prerequisite: [CPSC320]
CPSC,421,Introduction to Theory of Computing,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""CPSC 320""), Prerequisite(type=""course"", details=""MATH 220""), Prerequisite(type=""course"", details=""MATH 226"")])",,"Characterizations of computability (using machines, languages and functions). Universality, equivalence and Church's thesis. Unsolvable problems. Restricted models of computation. Finite automata, grammars and formal languages. [3-0-0] Prerequisite: One of CPSC 320 or MATH 220 or MATH 226."
CPSC,422,Intelligent Systems,3,"Prerequisite(type=""course"", details=""CPSC 322"")",,"Principles and techniques underlying the design, implementation and evaluation of intelligent computational systems. Applications of artificial intelligence to natural language understanding, image understanding and computer-based expert and advisor systems. Advanced symbolic programming methodology. [3-0-0] Prerequisite: CPSC 322."
CPSC,424,Geometric Modelling,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""MATH 152""), Prerequisite(type=""course"", details=""MATH 221""), Prerequisite(type=""course"", details=""MATH 223""), Prerequisite(type=""course"", details=""MATH 200""), Prerequisite(type=""course"", details=""MATH 217""), Prerequisite(type=""course"", details=""MATH 226""), Prerequisite(type=""course"", details=""MATH 253"")])",,"Digital representation of curves and surfaces, including splines, subdivision surfaces and meshes. Principles, algorithms and mathematical foundations for geometry representation in computer graphics, computer vision, fabrication, CAD/CAM, and medical imaging. Algorithms for acquisition, creation, representation, and processing of 3D shapes. [3-0-1] Prerequisite: One of MATH 152, MATH 221, MATH 223 and one of MATH 200, MATH 217, MATH 226, MATH 253."
CPSC,425,Computer Vision,3,"Prerequisite(type=""all_of"", children=[Prerequisite(type=""course"", details=""CPSC 221""), Prerequisite(type=""course"", details=""MATH 200""), Prerequisite(type=""course"", details=""MATH 221"")])",,"Introduction to the processing and interpretation of images. Image sensing, sampling, and filtering. Algorithms for colour analysis, texture description, stereo imaging, motion interpretation, 3D shape recovery, and recognition. [3-0-0] Prerequisite: All of CPSC 221, MATH 200, MATH 221."
CPSC,426,Computer Animation,3,"Prerequisite(type=""course"", details=""CPSC 314"")",,"Motion in computer graphics for characters and their environments. Keyframing, inverse kinematics, particle systems, rigid body dynamics, contact and collision, controller-based active motion, motion capture. [3-0-0] Prerequisite: CPSC 314."
CPSC,427,Video Game Programming,3,"Prerequisite(type=""course"", details=""CPSC 221"")",,"Video game programming techniques and technologies, including rendering, animation, interaction, game AI, real-time software development for games; start-to-finish simple video-game design and implementation. [3-0-1] Prerequisite: CPSC 221 and one of MATH 200, MATH 217, MATH 226, MATH 253 and one of MATH 152, MATH 221, MATH 223."
CPSC,430,Computers and Society,3,"Prerequisite(type=""credits"", details={""min_credits"": 3, ""departments"": ['COMPUTER']})",,"Impact of computer technology on society; historical perspectives; social and economic consequences of large-scale information processing systems and automatic control; legal and ethical problems in computer applications. Computers and the individual: machine versus human capabilities, fact and fancy; problematic interface between man and machine. [3-0-0] Prerequisite: 3 credits of Computer Science and at least third-year standing."
CPSC,440,Advanced Machine Learning,3,"Prerequisite(type=""all_of"", children=[Prerequisite(type=""course"", details=""CPSC 320""), Prerequisite(type=""course"", details=""CPSC 340"")])",,"Advanced machine learning techniques focusing on probabilistic models. Deep learning and differentiable programming, exponential families and Bayesian inference, probabilistic graphical models and other generative models, Monte Carlo and variational inference methods. [3-0-1] Prerequisite: All of CPSC 320, CPSC 340."
CPSC,444,Advanced Methods for Human Computer Interaction,3,"Prerequisite(type=""course"", details=""CPSC 344"")",,"Design and evaluation methodologies and theories; formal models of the user including visual, motor, and information processing; advanced evaluation methods including laboratory experiments and field studies; HCI research frontiers. [2-2-2] Prerequisite: CPSC 344 and one of STAT 200, STAT 201, STAT 203, STAT 241, STAT 251, BIOL 300, COMM 291, ECON 325, ECON 327, FRST 231, GEOG 374, KIN 206, KIN 371, POLI 380, PSYC 218, PSYC 278, PSYC 366, SOCI 328."
CPSC,445,Algorithms in Bioinformatics,3,"Prerequisite(type=""course"", details=""CPSC 320"")",,"Sequence alignment, phylogenetic tree reconstruction, prediction of RNA and protein structure, gene finding and sequence annotation, gene expression, and biomolecular computing. [3-0-0] Prerequisite: CPSC 320. and either BMEG 250 or six credits of BIOL beyond BIOL 111."
CPSC,447,Introduction to Visualization,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""CPSC 310""), Prerequisite(type=""course"", details=""CPEN 321"")])",,"Design and implementation of static and interactive visualizations. Selection of appropriate visualization methods for given combinations of data type and intended analysis task. Assessment of visual representations according to design and perceptual principles. [3-0-0] Prerequisite: One of CPSC 310, CPEN 321."
CPSC,449,Honours Thesis,6,"Prerequisite(type=""all_of"", children=[])",,"Under supervision of a faculty member, students investigate a research topic and prepare a thesis. Prerequisite: [CPSC349]"
CPSC,455,Applied Industry Practices,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""CPSC 310""), Prerequisite(type=""course"", details=""CPEN 321"")])",,"Hands-on project, mentored by industry experts, integrating skills relevant to early career in the computing industry: technical skills, communication, teamwork, networking and portfolio building. [2.5-2-0] Prerequisite: One of CPSC 310, CPEN 321."
CPSC,490,Student Directed Seminars,3,,,"Self-directed, collaborative studies, in a group-learning environment, initiated and coordinated by senior undergraduate students with the supervision of a faculty advisor. Course structure, enrolment and delivery methods will comply with the Handbook for Student Directed Seminars. [3-0-0]"
CPSC,491,Interactive Digital Media Practicum,6,"Prerequisite(type=""all_of"", children=[Prerequisite(type=""course"", details=""CPSC 221""), Prerequisite(type=""course"", details=""CPSC 310""), Prerequisite(type=""course"", details=""CPSC 344"")])",,"Design and implementation of interactive digital media systems using modern processes and tools. Projects provided by external clients or vetted entrepreneurial pitches are developed by interdisciplinary teams composed of one CPSC 491 student and multiple Master of Digital Media students. Prerequisite: All of CPSC 221, CPSC 310, CPSC 344. and Third-year standing. This course is not eligible for Credit/D/Fail grading."
CPSC,499,Co-operative Work Placement V,3,,,Approved and supervised technical work experience in the computing industry for a minimum of 3.5 months. Normally taken during the summer following the fourth year. Technical report required. Restricted to students admitted to the Co-operative Education Program in Computer Science. This course is not eligible for Credit/D/Fail grading.
CPSC,500,Fundamentals of Algorithm Design and Analysis,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,501,"Theory of Automata, Formal Languages and Computability",3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,502,Artificial Intelligence I,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,503,Computational Linguistics I,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,504,Data Management,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,505,Image Understanding I: Image Analysis,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,506,Complexity of Computation,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,507,Software Engineering,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,508,Operating Systems,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,509,Programming Language Principles,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,511,Implementation of Programming Languages,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,513,Introduction to Formal Verification and Analysis,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,514,Computer Graphics: Rendering,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,515,Computational Robotics,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,516,Computational Geometry,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,517,Sparse Matrix Computation,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,519,Logic Programming and Functional Programming,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,520,Numerical Solution of Differential Equations,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,521,Parallel Algorithms and Architectures,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,522,Artificial Intelligence II,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,524,Computer Graphics: Modelling,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,525,Image Understanding II: Scene Analysis,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,526,Computer Animation,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,527,Computer Communication Protocols,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,529,Definition of Programming Languages,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,540,Machine Learning,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,543,Physical User Interface Design and Evaluation,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,544,Human Computer Interaction,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,545,Algorithms for Bioinformatics,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,546,Numerical Optimization,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,547,Information Visualization,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,548,Directed Study,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,550,Machine Learning II,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,564,Data Mining,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,589,M.Sc. Major Essay,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,590,Research Methods in Computer Science,3,,,This course is not eligible for Credit/D/Fail grading.
CPSC,649,Doctoral Dissertation,0,,,This course is not eligible for Credit/D/Fail grading.
CRWR,200,Introduction to Creative Writing,3,,,"Techniques of and practice in multiple genres of writing, including fiction, poetry, creative nonfiction, screenplay, stageplay, graphic forms, lyric forms, children's literature, and writing for new media. Manuscript submission is not required for admission."
CRWR,201,Introduction to Writing Poetry,3,,,"An exploration of and practice in the writing of poetry, focusing on how a writer employs the technical elements of the craft of poetry. Manuscript submission not required for admission."
CRWR,203,Introduction to Writing for Children and Young Adults,3,,,"Techniques of and practice in creating, developing and writing for children and young adults. Manuscript submission is not required for admission."
CRWR,205,Introduction to Writing Creative Nonfiction,3,,,"An exploration of and practice in the writing of creative nonfiction, focusing on how a writer employs the technical elements of the craft of creative nonfiction. Manuscript submission not required for admission."
CRWR,206,Introduction to Writing for the Screen,3,,,"Techniques of and practice in creating, developing, and writing a screenplay. Manuscript submission is not required for admission."
CRWR,208,Introduction to Writing for Graphic Forms,3,,,"Techniques of and practice in creating, developing, and writing the graphic novel, manga, and other forms of illustrated writing. The ability to draw is not required. Manuscript submission is not required for admission."
CRWR,209,Introduction to Writing Fiction,3,,,"An exploration of the writing of fiction, focusing on how a writer employs the technical elements of the craft of fiction. Manuscript submission not required for admission."
CRWR,213,Introduction to Writing for the New Media,3,,,"An exploration of and practice in writing for new media, including podcasting, blogging, and writing for websites, games, and online environments. Manuscript submission is not required for admission."
CRWR,216,Short Screenplay Workshop,3,,,Restricted to B.F.A. Film Production students.
CRWR,230,Introduction to Writing for Comedic Forms,3,,,"An examination of and practice in creative writing in comedic forms, including stand-up, sketch, film, new media, and text. Manuscript submission not required for admission."
CRWR,301,Intermediate Writing Poetry,3,"Prerequisite(type=""course"", details=""CRWR 201"")",,The writing of poetry in various forms using a combination of workshopping and online modules. Manuscript submission not required for admission. Prerequisite: CRWR 201.
CRWR,302,Writing for Podcast,3,"Prerequisite(type=""course"", details=""CRWR 213"")",,Exploration of and practice in writing for podcast. Prerequisite: CRWR 213.
CRWR,303,Intermediate Writing for Children and Young Adults,3,"Prerequisite(type=""course"", details=""CRWR 203"")",,The writing of work for children and young adults in various forms using a combination of workshopping and online modules. Manuscript submission not required for admission. Prerequisite: CRWR 203.
CRWR,305,Intermediate Writing of Creative Nonfiction,3,"Prerequisite(type=""course"", details=""CRWR 205"")",,"An exploration of and practice in the writing of creative non-fiction, covering four of the more basic forms of this genre: memoir, profile, commentary, and exposition. Manuscript submission is not required for admission. Prerequisite: CRWR 205."
CRWR,306,Intermediate Writing for the Screen,3,"Prerequisite(type=""course"", details=""CRWR 206"")",,"An exploration of and practice in writing for the screen, focusing on how a writer employs the technical elements of the craft of screenwriting. Manuscript submission is not required for admission. Prerequisite: CRWR 206."
CRWR,307,Intermediate Writing for the Stage,3,"Prerequisite(type=""course"", details=""CRWR 200"")",,"An exploration of practice in the writing of the one-act stage play, focusing on how a writer employs the technical elements of the craft of this genre. Manuscript submission is not required for admission. Prerequisite: CRWR 200."
CRWR,308,Intermediate Writing for Graphic Forms,3,"Prerequisite(type=""course"", details=""CRWR 208"")",,"The writing of graphica (comics, manga and graphic novels), using a combination of workshopping and online modules. Manuscript submission not required for admission. Prerequisite: CRWR 208."
CRWR,309,Intermediate Writing Fiction,3,"Prerequisite(type=""course"", details=""CRWR 209"")",,"An exploration of the writing of fiction, focusing on how a writer employs the technical elements of the craft of fiction. Manuscript submission not required for admission. Prerequisite: CRWR 209."
CRWR,310,Video Game Writing and Narrative,3,"Prerequisite(type=""course"", details=""CRWR 200"")",,Narrative design and writing for video games. Prerequisite: CRWR 200.
CRWR,311,Intermediate Writing for Lyric Forms,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""CRWR 200""), Prerequisite(type=""course"", details=""CRWR 202"")])",,"Techniques of and practice in writing for lyric forms, including song lyrics, lyrical narratives, and libretti. Manuscript submission is not required for admission. Prerequisite: One of CRWR 200, CRWR 202."
CRWR,312,Interactive Storytelling,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""CRWR 213""), Prerequisite(type=""course"", details=""WITH 3"")])",,"Origin, theory and practice of interactive story forms. Exploring structural links between interactive theatre, gaming, and extended (virtual, mixed, and augmented) reality. Prerequisite: One of CRWR 213 or B.M.S. student with 3rd year standing or higher."
CRWR,316,Intermediate Writing for Television,3,"Prerequisite(type=""course"", details=""CRWR 206"")",,Elements of episodic and serialized comedic and dramatic television writing with writing practice applied to primary formats and genres. Prerequisite: CRWR 206.
